,peak_to_trough_duration,peak_before_to_trough_ratio,peak_after_to_trough_ratio,peak_before_to_peak_after_ratio,main_peak_to_trough_ratio,trough_half_width,peak_half_width,repolarization_slope,recovery_slope,waveform_baseline_flatness,num_positive_peaks,num_negative_peaks,velocity_above,velocity_below,exp_decay,spread
0,0.000274658203125,0.18721305294959656,0.764099727986012,0.2450112807173042,0.764099727986012,0.0009063720703125,,,162862.855523219,0.33608036652109713,1,0,,,0.001,
1,0.00048828125,0.24103835233344292,0.2815557116307519,0.8560946994730274,0.2815557116307519,0.0006805419921875,0.0003997802734375,,194314.10587795827,0.24115754198490066,1,1,,,0.001,
